Adres => Niepoprawny adres IPv4! 
10.11.158.128/26 => Duplikacja prefix w pliku 
10.11.158.128/26 => Duplikacja prefix w pliku 
10.11.158.128/26 => Duplikacja prefix w pliku 
10.11.158.128/26 => Duplikacja prefix w pliku 
10.11.158.192/26 => Duplikacja prefix w pliku 
10.11.158.192/26 => Duplikacja prefix w pliku 
10.11.158.192/26 => Duplikacja prefix w pliku 
10.11.158.192/26 => Duplikacja prefix w pliku 
10.11.158.192/26 => Duplikacja prefix w pliku 
10.11.159.0/25 => Duplikacja prefix w pliku 
10.11.159.0/25 => Duplikacja prefix w pliku 
10.11.159.0/25 => Duplikacja prefix w pliku 
10.11.159.0/25 => Duplikacja prefix w pliku 
10.11.159.0/25 => Duplikacja prefix w pliku 
10.11.159.128/25 => Duplikacja prefix w pliku 
10.11.159.128/25 => Duplikacja prefix w pliku 
10.11.159.128/25 => Duplikacja prefix w pliku 
10.11.159.128/25 => Duplikacja prefix w pliku 
10.11.159.128/25 => Duplikacja prefix w pliku 
10.11.160.0/25 => Duplikacja prefix w pliku 
10.11.160.0/25 => Duplikacja prefix w pliku 
10.11.160.0/25 => Duplikacja prefix w pliku 
10.11.160.0/25 => Duplikacja prefix w pliku 
10.11.160.0/25 => Duplikacja prefix w pliku 
10.11.160.128/25 => Duplikacja prefix w pliku 
10.11.160.128/25 => Duplikacja prefix w pliku 
10.11.160.128/25 => Duplikacja prefix w pliku 
10.11.160.128/25 => Duplikacja prefix w pliku 
10.11.160.128/25 => Duplikacja prefix w pliku 
10.11.161.0/27 => Duplikacja prefix w pliku 
10.11.161.0/27 => Duplikacja prefix w pliku 
10.11.161.0/27 => Duplikacja prefix w pliku 
10.11.161.0/27 => Duplikacja prefix w pliku 
10.11.161.0/27 => Duplikacja prefix w pliku 
10.11.161.32/27 => Duplikacja prefix w pliku 
10.11.161.32/27 => Duplikacja prefix w pliku 
10.11.161.32/27 => Duplikacja prefix w pliku 
10.11.161.32/27 => Duplikacja prefix w pliku 
10.11.161.32/27 => Duplikacja prefix w pliku 
10.11.161.64/27 => Duplikacja prefix w pliku 
10.11.161.64/27 => Duplikacja prefix w pliku 
10.11.161.64/27 => Duplikacja prefix w pliku 
10.11.161.64/27 => Duplikacja prefix w pliku 
10.11.161.64/27 => Duplikacja prefix w pliku 
10.11.161.96/27 => Duplikacja prefix w pliku 
10.11.161.96/27 => Duplikacja prefix w pliku 
10.11.161.96/27 => Duplikacja prefix w pliku 
10.11.161.96/27 => Duplikacja prefix w pliku 
10.11.161.96/27 => Duplikacja prefix w pliku 
10.11.161.128/27 => Duplikacja prefix w pliku 
10.11.161.128/27 => Duplikacja prefix w pliku 
10.11.161.128/27 => Duplikacja prefix w pliku 
10.11.161.128/27 => Duplikacja prefix w pliku 
10.11.161.128/27 => Duplikacja prefix w pliku 
10.11.161.160/27 => Duplikacja prefix w pliku 
10.11.161.160/27 => Duplikacja prefix w pliku 
10.11.161.160/27 => Duplikacja prefix w pliku 
10.11.161.160/27 => Duplikacja prefix w pliku 
10.11.161.160/27 => Duplikacja prefix w pliku 
10.11.161.192/28 => Duplikacja prefix w pliku 
10.11.161.192/28 => Duplikacja prefix w pliku 
10.11.161.192/28 => Duplikacja prefix w pliku 
10.11.161.192/28 => Duplikacja prefix w pliku 
10.11.161.192/28 => Duplikacja prefix w pliku 
10.11.161.208/28 => Duplikacja prefix w pliku 
10.11.161.208/28 => Duplikacja prefix w pliku 
10.11.161.208/28 => Duplikacja prefix w pliku 
10.11.161.208/28 => Duplikacja prefix w pliku 
10.11.161.208/28 => Duplikacja prefix w pliku 
10.11.161.240/30 => Duplikacja prefix w pliku 
10.11.161.240/30 => Duplikacja prefix w pliku 
10.11.161.240/30 => Duplikacja prefix w pliku 
10.11.161.240/30 => Duplikacja prefix w pliku 
10.11.161.240/30 => Duplikacja prefix w pliku 
10.11.161.244/30 => Duplikacja prefix w pliku 
10.11.161.244/30 => Duplikacja prefix w pliku 
10.11.161.244/30 => Duplikacja prefix w pliku 
10.11.161.244/30 => Duplikacja prefix w pliku 
10.11.161.244/30 => Duplikacja prefix w pliku 
10.11.161.248/30 => Duplikacja prefix w pliku 
10.11.161.248/30 => Duplikacja prefix w pliku 
10.11.161.248/30 => Duplikacja prefix w pliku 
10.11.161.248/30 => Duplikacja prefix w pliku 
10.11.161.248/30 => Duplikacja prefix w pliku 
10.11.161.252/30 => Duplikacja prefix w pliku 
10.11.161.252/30 => Duplikacja prefix w pliku 
10.11.161.252/30 => Duplikacja prefix w pliku 
10.11.161.252/30 => Duplikacja prefix w pliku 
10.11.161.252/30 => Duplikacja prefix w pliku 
10.11.162.0/24 => Duplikacja prefix w pliku 
10.11.162.0/24 => Duplikacja prefix w pliku 
10.11.162.0/24 => Duplikacja prefix w pliku 
10.11.162.0/24 => Duplikacja prefix w pliku 
10.11.162.0/24 => Duplikacja prefix w pliku 
10.11.163.0/24 => Duplikacja prefix w pliku 
10.11.163.0/24 => Duplikacja prefix w pliku 
10.11.163.0/24 => Duplikacja prefix w pliku 
10.11.163.0/24 => Duplikacja prefix w pliku 
10.11.163.0/24 => Duplikacja prefix w pliku 
10.11.164.0/27 => Duplikacja prefix w pliku 
10.11.164.0/27 => Duplikacja prefix w pliku 
10.11.164.0/27 => Duplikacja prefix w pliku 
10.11.164.0/27 => Duplikacja prefix w pliku 
10.11.164.0/27 => Duplikacja prefix w pliku 
10.11.164.128/26 => Duplikacja prefix w pliku 
10.11.164.128/26 => Duplikacja prefix w pliku 
10.11.164.128/26 => Duplikacja prefix w pliku 
10.11.164.128/26 => Duplikacja prefix w pliku 
10.11.164.128/26 => Duplikacja prefix w pliku 
10.11.164.192/27 => Duplikacja prefix w pliku 
10.11.164.192/27 => Duplikacja prefix w pliku 
10.11.164.192/27 => Duplikacja prefix w pliku 
10.11.164.192/27 => Duplikacja prefix w pliku 
10.11.164.192/27 => Duplikacja prefix w pliku 
10.11.165.0/25 => Duplikacja prefix w pliku 
10.11.165.0/25 => Duplikacja prefix w pliku 
10.11.165.0/25 => Duplikacja prefix w pliku 
10.11.165.0/25 => Duplikacja prefix w pliku 
10.11.165.0/25 => Duplikacja prefix w pliku 
10.11.165.224/27 => Duplikacja prefix w pliku 
10.11.165.224/27 => Duplikacja prefix w pliku 
10.11.165.224/27 => Duplikacja prefix w pliku 
10.11.165.224/27 => Duplikacja prefix w pliku 
10.11.165.224/27 => Duplikacja prefix w pliku 
10.11.167.0/25 => Duplikacja prefix w pliku 
10.11.167.0/25 => Duplikacja prefix w pliku 
10.11.167.0/25 => Duplikacja prefix w pliku 
10.11.167.0/25 => Duplikacja prefix w pliku 
10.11.167.0/25 => Duplikacja prefix w pliku 
10.11.168.0/26 => Duplikacja prefix w pliku 
10.11.168.0/26 => Duplikacja prefix w pliku 
10.11.168.0/26 => Duplikacja prefix w pliku 
10.11.168.0/26 => Duplikacja prefix w pliku 
10.11.168.0/26 => Duplikacja prefix w pliku 
10.11.168.64/26 => Duplikacja prefix w pliku 
10.11.168.64/26 => Duplikacja prefix w pliku 
10.11.168.64/26 => Duplikacja prefix w pliku 
10.11.168.64/26 => Duplikacja prefix w pliku 
10.11.168.64/26 => Duplikacja prefix w pliku 
10.11.168.248/29 => Duplikacja prefix w pliku 
10.11.168.248/29 => Duplikacja prefix w pliku 
10.11.168.248/29 => Duplikacja prefix w pliku 
10.11.168.248/29 => Duplikacja prefix w pliku 
10.11.168.248/29 => Duplikacja prefix w pliku 
10.11.169.0/26 => Duplikacja prefix w pliku 
10.11.169.0/26 => Duplikacja prefix w pliku 
10.11.169.0/26 => Duplikacja prefix w pliku 
10.11.169.0/26 => Duplikacja prefix w pliku 
10.11.169.0/26 => Duplikacja prefix w pliku 
10.11.169.64/26 => Duplikacja prefix w pliku 
10.11.169.64/26 => Duplikacja prefix w pliku 
10.11.169.64/26 => Duplikacja prefix w pliku 
10.11.169.64/26 => Duplikacja prefix w pliku 
10.11.169.64/26 => Duplikacja prefix w pliku 
10.11.170.0/25 => Duplikacja prefix w pliku 
10.11.170.0/25 => Duplikacja prefix w pliku 
10.11.170.0/25 => Duplikacja prefix w pliku 
10.11.170.0/25 => Duplikacja prefix w pliku 
10.11.170.0/25 => Duplikacja prefix w pliku 
10.11.170.128/26 => Duplikacja prefix w pliku 
10.11.170.128/26 => Duplikacja prefix w pliku 
10.11.170.128/26 => Duplikacja prefix w pliku 
10.11.170.128/26 => Duplikacja prefix w pliku 
10.11.170.128/26 => Duplikacja prefix w pliku 
10.11.171.192/27 => Duplikacja prefix w pliku 
10.11.171.192/27 => Duplikacja prefix w pliku 
10.11.171.192/27 => Duplikacja prefix w pliku 
10.11.171.192/27 => Duplikacja prefix w pliku 
10.11.171.192/27 => Duplikacja prefix w pliku 
10.11.171.224/27 => Duplikacja prefix w pliku 
10.11.171.224/27 => Duplikacja prefix w pliku 
10.11.171.224/27 => Duplikacja prefix w pliku 
10.11.171.224/27 => Duplikacja prefix w pliku 
10.11.171.224/27 => Duplikacja prefix w pliku 
10.11.172.0/24 => Duplikacja prefix w pliku 
10.11.172.0/24 => Duplikacja prefix w pliku 
10.11.172.0/24 => Duplikacja prefix w pliku 
10.11.172.0/24 => Duplikacja prefix w pliku 
10.11.172.0/24 => Duplikacja prefix w pliku 
10.11.173.0/24 => Duplikacja prefix w pliku 
10.11.173.0/24 => Duplikacja prefix w pliku 
10.11.173.0/24 => Duplikacja prefix w pliku 
10.11.173.0/24 => Duplikacja prefix w pliku 
10.11.173.0/24 => Duplikacja prefix w pliku 
10.11.174.0/25 => Duplikacja prefix w pliku 
10.11.174.0/25 => Duplikacja prefix w pliku 
10.11.174.0/25 => Duplikacja prefix w pliku 
10.11.174.0/25 => Duplikacja prefix w pliku 
10.11.174.0/25 => Duplikacja prefix w pliku 
10.11.174.128/25 => Duplikacja prefix w pliku 
10.11.174.128/25 => Duplikacja prefix w pliku 
10.11.174.128/25 => Duplikacja prefix w pliku 
10.11.174.128/25 => Duplikacja prefix w pliku 
10.11.174.128/25 => Duplikacja prefix w pliku 
10.11.175.0/25 => Duplikacja prefix w pliku 
10.11.175.0/25 => Duplikacja prefix w pliku 
10.11.175.0/25 => Duplikacja prefix w pliku 
10.11.175.0/25 => Duplikacja prefix w pliku 
10.11.175.0/25 => Duplikacja prefix w pliku 
10.11.175.128/25 => Duplikacja prefix w pliku 
10.11.175.128/25 => Duplikacja prefix w pliku 
10.11.175.128/25 => Duplikacja prefix w pliku 
10.11.175.128/25 => Duplikacja prefix w pliku 
10.11.175.128/25 => Duplikacja prefix w pliku 
10.11.176.0/25 => Duplikacja prefix w pliku 
10.11.176.0/25 => Duplikacja prefix w pliku 
10.11.176.0/25 => Duplikacja prefix w pliku 
10.11.176.0/25 => Duplikacja prefix w pliku 
10.11.176.0/25 => Duplikacja prefix w pliku 
10.11.176.128/25 => Duplikacja prefix w pliku 
10.11.176.128/25 => Duplikacja prefix w pliku 
10.11.176.128/25 => Duplikacja prefix w pliku 
10.11.176.128/25 => Duplikacja prefix w pliku 
10.11.176.128/25 => Duplikacja prefix w pliku 
10.11.177.0/25 => Duplikacja prefix w pliku 
10.11.177.0/25 => Duplikacja prefix w pliku 
10.11.177.0/25 => Duplikacja prefix w pliku 
10.11.177.0/25 => Duplikacja prefix w pliku 
10.11.177.0/25 => Duplikacja prefix w pliku 
10.11.177.128/25 => Duplikacja prefix w pliku 
10.11.177.128/25 => Duplikacja prefix w pliku 
10.11.177.128/25 => Duplikacja prefix w pliku 
10.11.177.128/25 => Duplikacja prefix w pliku 
10.11.177.128/25 => Duplikacja prefix w pliku 
10.11.178.0/24 => Duplikacja prefix w pliku 
10.11.178.0/24 => Duplikacja prefix w pliku 
10.11.178.0/24 => Duplikacja prefix w pliku 
10.11.178.0/24 => Duplikacja prefix w pliku 
10.11.178.0/24 => Duplikacja prefix w pliku 
10.11.179.0/25 => Duplikacja prefix w pliku 
10.11.179.0/25 => Duplikacja prefix w pliku 
10.11.179.0/25 => Duplikacja prefix w pliku 
10.11.179.0/25 => Duplikacja prefix w pliku 
10.11.179.0/25 => Duplikacja prefix w pliku 
10.11.179.128/25 => Duplikacja prefix w pliku 
10.11.179.128/25 => Duplikacja prefix w pliku 
10.11.179.128/25 => Duplikacja prefix w pliku 
10.11.179.128/25 => Duplikacja prefix w pliku 
10.11.179.128/25 => Duplikacja prefix w pliku 
10.11.181.0/24 => Duplikacja prefix w pliku 
10.11.181.0/24 => Duplikacja prefix w pliku 
10.11.181.0/24 => Duplikacja prefix w pliku 
10.11.181.0/24 => Duplikacja prefix w pliku 
10.11.181.0/24 => Duplikacja prefix w pliku 
10.11.182.0/24 => Duplikacja prefix w pliku 
10.11.182.0/24 => Duplikacja prefix w pliku 
10.11.182.0/24 => Duplikacja prefix w pliku 
10.11.182.0/24 => Duplikacja prefix w pliku 
10.11.182.0/24 => Duplikacja prefix w pliku 
10.11.183.0/24 => Duplikacja prefix w pliku 
10.11.183.0/24 => Duplikacja prefix w pliku 
10.11.183.0/24 => Duplikacja prefix w pliku 
10.11.183.0/24 => Duplikacja prefix w pliku 
10.11.183.0/24 => Duplikacja prefix w pliku 
10.11.140.0/24 => Duplikacja prefix w pliku 
10.11.140.0/24 => Duplikacja prefix w pliku 
10.11.140.0/24 => Duplikacja prefix w pliku 
10.11.140.0/24 => Duplikacja prefix w pliku 
10.11.140.0/24 => Duplikacja prefix w pliku 
10.1.0.0/16 => Duplikacja prefix w pliku 
10.1.0.0/16 => Duplikacja prefix w pliku 
10.1.0.0/16 => Duplikacja prefix w pliku 
10.1.0.0/16 => Duplikacja prefix w pliku 
10.1.0.0/16 => Duplikacja prefix w pliku 
10.11.0.0/17 => Duplikacja prefix w pliku 
10.11.0.0/17 => Duplikacja prefix w pliku 
10.11.0.0/17 => Duplikacja prefix w pliku 
10.11.0.0/17 => Duplikacja prefix w pliku 
10.11.0.0/17 => Duplikacja prefix w pliku 
10.11.128.0/24 => Duplikacja prefix w pliku 
10.11.128.0/24 => Duplikacja prefix w pliku 
10.11.128.0/24 => Duplikacja prefix w pliku 
10.11.128.0/24 => Duplikacja prefix w pliku 
10.11.128.0/24 => Duplikacja prefix w pliku 
10.11.129.0/24 => Duplikacja prefix w pliku 
10.11.129.0/24 => Duplikacja prefix w pliku 
10.11.129.0/24 => Duplikacja prefix w pliku 
10.11.129.0/24 => Duplikacja prefix w pliku 
10.11.129.0/24 => Duplikacja prefix w pliku 
10.11.160.0/24 => Duplikacja prefix w pliku 
10.11.160.0/24 => Duplikacja prefix w pliku 
10.11.160.0/24 => Duplikacja prefix w pliku 
10.11.160.0/24 => Duplikacja prefix w pliku 
10.11.160.0/24 => Duplikacja prefix w pliku 
10.11.164.0/26 => Duplikacja prefix w pliku 
10.11.164.0/26 => Duplikacja prefix w pliku 
10.11.164.0/26 => Duplikacja prefix w pliku 
10.11.164.0/26 => Duplikacja prefix w pliku 
10.11.164.0/26 => Duplikacja prefix w pliku 
10.11.164.64/26 => Duplikacja prefix w pliku 
10.11.164.64/26 => Duplikacja prefix w pliku 
10.11.164.64/26 => Duplikacja prefix w pliku 
10.11.164.64/26 => Duplikacja prefix w pliku 
10.11.164.64/26 => Duplikacja prefix w pliku 
10.60.255.0/24 => Duplikacja prefix w pliku 
10.60.255.0/24 => Duplikacja prefix w pliku 
10.60.255.0/24 => Duplikacja prefix w pliku 
10.60.255.0/24 => Duplikacja prefix w pliku 
10.60.255.0/24 => Duplikacja prefix w pliku 
10.60.64.0/24 => Duplikacja prefix w pliku 
10.60.64.0/24 => Duplikacja prefix w pliku 
10.60.64.0/24 => Duplikacja prefix w pliku 
10.60.64.0/24 => Duplikacja prefix w pliku 
10.60.64.0/24 => Duplikacja prefix w pliku 
10.60.74.0/24 => Duplikacja prefix w pliku 
10.60.74.0/24 => Duplikacja prefix w pliku 
10.60.74.0/24 => Duplikacja prefix w pliku 
10.60.74.0/24 => Duplikacja prefix w pliku 
10.60.74.0/24 => Duplikacja prefix w pliku 
10.60.77.0/24 => Duplikacja prefix w pliku 
10.60.77.0/24 => Duplikacja prefix w pliku 
10.60.77.0/24 => Duplikacja prefix w pliku 
10.60.77.0/24 => Duplikacja prefix w pliku 
10.60.77.0/24 => Duplikacja prefix w pliku 
172.16.10.0/24 => Duplikacja prefix w pliku 
172.16.10.0/24 => Duplikacja prefix w pliku 
172.16.10.0/24 => Duplikacja prefix w pliku 
172.16.10.0/24 => Duplikacja prefix w pliku 
172.16.10.0/24 => Duplikacja prefix w pliku 
172.16.11.0/24 => Duplikacja prefix w pliku 
172.16.11.0/24 => Duplikacja prefix w pliku 
172.16.11.0/24 => Duplikacja prefix w pliku 
172.16.11.0/24 => Duplikacja prefix w pliku 
172.16.11.0/24 => Duplikacja prefix w pliku 
172.16.14.0/25 => Duplikacja prefix w pliku 
172.16.14.0/25 => Duplikacja prefix w pliku 
172.16.14.0/25 => Duplikacja prefix w pliku 
172.16.14.0/25 => Duplikacja prefix w pliku 
172.16.14.0/25 => Duplikacja prefix w pliku 
172.16.14.128/25 => Duplikacja prefix w pliku 
172.16.14.128/25 => Duplikacja prefix w pliku 
172.16.14.128/25 => Duplikacja prefix w pliku 
172.16.14.128/25 => Duplikacja prefix w pliku 
172.16.14.128/25 => Duplikacja prefix w pliku 
172.16.15.0/27 => Duplikacja prefix w pliku 
172.16.15.0/27 => Duplikacja prefix w pliku 
172.16.15.0/27 => Duplikacja prefix w pliku 
172.16.15.0/27 => Duplikacja prefix w pliku 
172.16.15.0/27 => Duplikacja prefix w pliku 
172.16.15.128/27 => Duplikacja prefix w pliku 
172.16.15.128/27 => Duplikacja prefix w pliku 
172.16.15.128/27 => Duplikacja prefix w pliku 
172.16.15.128/27 => Duplikacja prefix w pliku 
172.16.15.128/27 => Duplikacja prefix w pliku 
172.16.15.160/27 => Duplikacja prefix w pliku 
172.16.15.160/27 => Duplikacja prefix w pliku 
172.16.15.160/27 => Duplikacja prefix w pliku 
172.16.15.160/27 => Duplikacja prefix w pliku 
172.16.15.160/27 => Duplikacja prefix w pliku 
172.16.15.192/27 => Duplikacja prefix w pliku 
172.16.15.192/27 => Duplikacja prefix w pliku 
172.16.15.192/27 => Duplikacja prefix w pliku 
172.16.15.192/27 => Duplikacja prefix w pliku 
172.16.15.192/27 => Duplikacja prefix w pliku 
172.16.15.224/27 => Duplikacja prefix w pliku 
172.16.15.224/27 => Duplikacja prefix w pliku 
172.16.15.224/27 => Duplikacja prefix w pliku 
172.16.15.224/27 => Duplikacja prefix w pliku 
172.16.15.224/27 => Duplikacja prefix w pliku 
172.16.15.27/32 => Duplikacja prefix w pliku 
172.16.15.27/32 => Duplikacja prefix w pliku 
172.16.15.27/32 => Duplikacja prefix w pliku 
172.16.15.27/32 => Duplikacja prefix w pliku 
172.16.15.27/32 => Duplikacja prefix w pliku 
172.16.15.30/32 => Duplikacja prefix w pliku 
172.16.15.30/32 => Duplikacja prefix w pliku 
172.16.15.30/32 => Duplikacja prefix w pliku 
172.16.15.30/32 => Duplikacja prefix w pliku 
172.16.15.30/32 => Duplikacja prefix w pliku 
172.16.15.32/27 => Duplikacja prefix w pliku 
172.16.15.32/27 => Duplikacja prefix w pliku 
172.16.15.32/27 => Duplikacja prefix w pliku 
172.16.15.32/27 => Duplikacja prefix w pliku 
172.16.15.32/27 => Duplikacja prefix w pliku 
172.16.16.0/27 => Duplikacja prefix w pliku 
172.16.16.0/27 => Duplikacja prefix w pliku 
172.16.16.0/27 => Duplikacja prefix w pliku 
172.16.16.0/27 => Duplikacja prefix w pliku 
172.16.16.0/27 => Duplikacja prefix w pliku 
172.16.16.128/27 => Duplikacja prefix w pliku 
172.16.16.128/27 => Duplikacja prefix w pliku 
172.16.16.128/27 => Duplikacja prefix w pliku 
172.16.16.128/27 => Duplikacja prefix w pliku 
172.16.16.128/27 => Duplikacja prefix w pliku 
172.16.16.192/28 => Duplikacja prefix w pliku 
172.16.16.192/28 => Duplikacja prefix w pliku 
172.16.16.192/28 => Duplikacja prefix w pliku 
172.16.16.192/28 => Duplikacja prefix w pliku 
172.16.16.192/28 => Duplikacja prefix w pliku 
172.16.16.32/27 => Duplikacja prefix w pliku 
172.16.16.32/27 => Duplikacja prefix w pliku 
172.16.16.32/27 => Duplikacja prefix w pliku 
172.16.16.32/27 => Duplikacja prefix w pliku 
172.16.16.32/27 => Duplikacja prefix w pliku 
172.16.16.80/28 => Duplikacja prefix w pliku 
172.16.16.80/28 => Duplikacja prefix w pliku 
172.16.16.80/28 => Duplikacja prefix w pliku 
172.16.16.80/28 => Duplikacja prefix w pliku 
172.16.16.80/28 => Duplikacja prefix w pliku 
10.11.193.232/29 => Duplikacja prefix w pliku 
10.11.193.232/29 => Duplikacja prefix w pliku 
10.11.193.232/29 => Duplikacja prefix w pliku 
10.11.193.232/29 => Duplikacja prefix w pliku 
10.11.193.232/29 => Duplikacja prefix w pliku 
10.11.193.248/29 => Duplikacja prefix w pliku 
10.11.193.248/29 => Duplikacja prefix w pliku 
10.11.193.248/29 => Duplikacja prefix w pliku 
10.11.193.248/29 => Duplikacja prefix w pliku 
10.11.193.248/29 => Duplikacja prefix w pliku 
10.11.193.0/27 => Duplikacja prefix w pliku 
10.11.193.0/27 => Duplikacja prefix w pliku 
10.11.193.0/27 => Duplikacja prefix w pliku 
10.11.193.0/27 => Duplikacja prefix w pliku 
10.11.193.0/27 => Duplikacja prefix w pliku 
10.11.164.32/29 => Duplikacja prefix w pliku 
10.11.164.32/29 => Duplikacja prefix w pliku 
10.11.164.32/29 => Duplikacja prefix w pliku 
10.11.164.32/29 => Duplikacja prefix w pliku 
10.11.164.32/29 => Duplikacja prefix w pliku 
10.11.170.224/27 => Duplikacja prefix w pliku 
10.11.170.224/27 => Duplikacja prefix w pliku 
10.11.170.224/27 => Duplikacja prefix w pliku 
10.11.170.224/27 => Duplikacja prefix w pliku 
10.11.170.224/27 => Duplikacja prefix w pliku 
172.16.17.0/27 => Duplikacja prefix w pliku 
172.16.17.0/27 => Duplikacja prefix w pliku 
172.16.17.0/27 => Duplikacja prefix w pliku 
172.16.17.0/27 => Duplikacja prefix w pliku 
172.16.17.0/27 => Duplikacja prefix w pliku 
172.16.17.32/27 => Duplikacja prefix w pliku 
172.16.17.32/27 => Duplikacja prefix w pliku 
172.16.17.32/27 => Duplikacja prefix w pliku 
172.16.17.32/27 => Duplikacja prefix w pliku 
172.16.17.32/27 => Duplikacja prefix w pliku 
172.16.19.0/27 => Duplikacja prefix w pliku 
172.16.19.0/27 => Duplikacja prefix w pliku 
172.16.19.0/27 => Duplikacja prefix w pliku 
172.16.19.0/27 => Duplikacja prefix w pliku 
172.16.19.0/27 => Duplikacja prefix w pliku 
172.16.19.32/27 => Duplikacja prefix w pliku 
172.16.19.32/27 => Duplikacja prefix w pliku 
172.16.19.32/27 => Duplikacja prefix w pliku 
172.16.19.32/27 => Duplikacja prefix w pliku 
172.16.19.32/27 => Duplikacja prefix w pliku 
172.16.20.0/27 => Duplikacja prefix w pliku 
172.16.20.0/27 => Duplikacja prefix w pliku 
172.16.20.0/27 => Duplikacja prefix w pliku 
172.16.20.0/27 => Duplikacja prefix w pliku 
172.16.20.0/27 => Duplikacja prefix w pliku 
172.16.20.32/27 => Duplikacja prefix w pliku 
172.16.20.32/27 => Duplikacja prefix w pliku 
172.16.20.32/27 => Duplikacja prefix w pliku 
172.16.20.32/27 => Duplikacja prefix w pliku 
